Pathogen,Host,family,pk_reference_id,fk_host_id,fk_pathogen_id,pk_host_pathogen_id,host_genus,host_species,host_subspecific_taxa,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,virus_MPLO_names,rust_state,notes,plant_part,symptom
Diplodia simmonsii,Carex nardina,Cyperaceae,3277,1196,6413,70391,Carex,nardina,,Diplodia,simmonsii,,,,,,
Diplodia simmonsii,Hierochloë alpina,Poaceae,3277,2667,6413,74952,Hierochloë,alpina,,Diplodia,simmonsii,,,,,,
Diplodia simmonsii,Luzula arcuata,Juncaceae,4951,3203,6413,76849,Luzula,arcuata,,Diplodia,simmonsii,,,,,,
Diplodia simmonsii,Luzula arcuata var. confusa f. confusa,Juncaceae,3277,7849,6413,76850,Luzula,arcuata,var. confusa f. confusa,Diplodia,simmonsii,,,,,,
Diplodia thalictri,Thalictrum polygamum,Ranunculaceae,1680,8469,62344,60363,Thalictrum,polygamum,,Diplodia,thalictri,,,,,,
Diplodia thalictri,Thalictrum polygamum,Ranunculaceae,5254,8469,62344,3527,Thalictrum,polygamum,,Diplodia,thalictri,,,,,,
Diplodia tubericola,Ipomoea batatas,Convolvulaceae,1175,2769,11548,75526,Ipomoea,batatas,,Diplodia,tubericola,,,,,,Java black rot
Diplodia tumefaciens,Populus,Salicaceae,105,4159,54695,52761,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,109,4159,54695,52759,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,112,4159,54695,52760,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,164,4159,54695,52762,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,4625,4159,54695,52763,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,6425,4159,54695,52754,Populus,,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus,Salicaceae,6684,4159,54695,93491,Populus,,,Diplodia,tumefaciens,,,,,,
Diplodia tumefaciens,Populus balsamifera,Salicaceae,115,4118,54695,52735,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,117,4118,54695,52729,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,117,4118,54695,52737,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,118,4118,54695,52714,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,120,4118,54695,52717,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,121,4118,54695,52739,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,126,4118,54695,52719,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,127,4118,54695,52720,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,164,4118,54695,52731,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,3607,4118,54695,52725,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6425,4118,54695,52733,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6427,4118,54695,52715,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6430,4118,54695,52721,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6431,4118,54695,52716,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6433,4118,54695,52727,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus balsamifera,Salicaceae,6437,4118,54695,52718,Populus,balsamifera,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus deltoides,Salicaceae,6430,4132,54695,52722,Populus,deltoides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus hybrid,Salicaceae,6437,4157,54695,52758,Populus,hybrid,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus nigra,Salicaceae,6430,4148,54695,52723,Populus,nigra,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,115,4153,54695,52736,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,117,4153,54695,52730,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,117,4153,54695,52738,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,118,4153,54695,52745,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,120,4153,54695,52746,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,121,4153,54695,52740,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,121,4153,54695,52744,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,122,4153,54695,52750,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,125,4153,54695,52748,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,127,4153,54695,52742,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,164,4153,54695,52732,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,164,4153,54695,52743,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,290,4153,54695,52741,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,3356,4153,54695,52751,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,3607,4153,54695,52726,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,4522,4153,54695,52749,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,6425,4153,54695,52734,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,6425,4153,54695,52747,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,6425,4153,54695,52753,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,6430,4153,54695,52724,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus tremuloides,Salicaceae,6433,4153,54695,52728,Populus,tremuloides,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus trichocarpa,Salicaceae,109,8087,54695,52757,Populus,trichocarpa,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus trichocarpa,Salicaceae,164,8087,54695,52755,Populus,trichocarpa,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus trichocarpa,Salicaceae,3356,8087,54695,52752,Populus,trichocarpa,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodia tumefaciens,Populus trichocarpa,Salicaceae,6425,8087,54695,52756,Populus,trichocarpa,,Diplodia,tumefaciens,,,,,,"branch gall, tumeur des branches"
Diplodina,Acer,Aceraceae,8067,43,58666,108805,Acer,,,Diplodina,,,,,,,
Diplodina,Acer ginnala,Aceraceae,8725,22,58666,117039,Acer,ginnala,,Diplodina,,,,,,,Leaf spot
Diplodina,Acer palmatum,Aceraceae,8723,30,58666,116702,Acer,palmatum,,Diplodina,,,,,,,Twig canker
Diplodina,Quercus rubra var. borealis,Fagaceae,4522,4426,58666,56685,Quercus,rubra,var. borealis,Diplodina,,,,,,,
Diplodina,Quercus rubra var. borealis,Fagaceae,5906,4426,58666,56686,Quercus,rubra,var. borealis,Diplodina,,,,,,,
Diplodina,Rhododendron,Ericaceae,8723,4531,58666,116750,Rhododendron,,,Diplodina,,,,,,Leaf,Leaf spot
Diplodina,Tsuga heterophylla,Pinaceae,119,5581,58666,62168,Tsuga,heterophylla,,Diplodina,,,,,,,
Diplodina acerina,Acer,Aceraceae,3507,43,31571,29603,Acer,,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer macrophyllum,Aceraceae,6611,27,31571,93179,Acer,macrophyllum,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,109,28,31571,29597,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,119,28,31571,29594,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,3507,28,31571,29595,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,3507,28,31571,29599,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,3513,28,31571,29596,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,3513,28,31571,29598,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,3513,28,31571,29600,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer negundo,Aceraceae,4522,28,31571,29593,Acer,negundo,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer rubrum,Aceraceae,4522,35,31571,29601,Acer,rubrum,,Diplodina,acerina,,,,,,
Diplodina acerina,Acer saccharinum,Aceraceae,7867,36,31571,104348,Acer,saccharinum,,Diplodina,acerina,,,,,leaves and branches,
Diplodina acerina,Acer saccharum,Aceraceae,771,39,31571,16353,Acer,saccharum,,Diplodina,acerina,,,,,"on leaves, crowns","leaf spot: thin crown, branch dieback"
Diplodina acerina,Acer spicatum,Aceraceae,120,42,31571,29602,Acer,spicatum,,Diplodina,acerina,,,,,,
Diplodina acerina,Morus,Moraceae,1324,6046,31571,43922,Morus,,,Diplodina,acerina,,,,,,
Diplodina arctica,Alopecurus occidentalis,Poaceae,3276,7075,2612,66590,Alopecurus,occidentalis,,Diplodina,arctica,,,,,,
Diplodina arctica,Festuca ovina,Poaceae,3280,2293,2612,73834,Festuca,ovina,,Diplodina,arctica,,,,,,
Diplodina arctica,Poa cenisia var. arctica,Poaceae,3280,8046,2612,81866,Poa,cenisia,var. arctica,Diplodina,arctica,,,,,,
Diplodina arctica,Poa glauca,Poaceae,3278,4000,2612,81867,Poa,glauca,,Diplodina,arctica,,,,,,
Diplodina ellisii,Axyris amaranthoides,Chenopodiaceae,559,722,4189,68167,Axyris,amaranthoides,,Diplodina,ellisii,,,,,,
Diplodina euphrasiae,Pedicularis sudetica,Scrophulariaceae,3280,3721,15167,79145,Pedicularis,sudetica,,Diplodina,euphrasiae,,,,,,
Diplodina eurhododendri,Rhododendron,Ericaceae,1196,4531,21898,85876,Rhododendron,,,Diplodina,eurhododendri,,,,,leaves,"leaf spot, tache diplodinéenne"
Diplodina eurhododendri,Rhododendron,Ericaceae,1328,4531,21898,57117,Rhododendron,,,Diplodina,eurhododendri,,,,,leaves,"leaf spot, tache diplodinéenne"
Diplodina eurhododendri,Rhododendron,Ericaceae,2901,4531,21898,85877,Rhododendron,,,Diplodina,eurhododendri,,,,,leaves,"leaf spot, tache diplodinéenne"
Diplodina eurhododendri,Rhododendron,Ericaceae,5836,4531,21898,57116,Rhododendron,,,Diplodina,eurhododendri,,,,,leaves,"leaf spot, tache diplodinéenne"
Diplodina eurhododendri,Rhododendron smirnowii,Ericaceae,1327,4530,21898,57115,Rhododendron,smirnowii,,Diplodina,eurhododendri,,,,,leaves,"leaf spot, tache diplodinéenne"
Diplodina graminis,Poa cenisia var. arctica,Poaceae,3280,8046,17890,81868,Poa,cenisia,var. arctica,Diplodina,graminis,,,,,,
Diplodina lngbei,Potentilla biflora,Rosaceae,940,4181,19742,83720,Potentilla,biflora,,Diplodina,lngbei,,,,,,
Diplodina lngbei,Potentilla biflora,Rosaceae,3280,4181,19742,83721,Potentilla,biflora,,Diplodina,lngbei,,,,,,
Diplodina macrospora,Cornus,Cornaceae,1681,1629,7619,37082,Cornus,,,Diplodina,macrospora,,,,,,
Diplodina macrospora,Corylus rostrata,Betulaceae,1190,7434,7619,71597,Corylus,rostrata,,Diplodina,macrospora,,,,,,
Diplodina microsperma,Salix,Salicaceae,112,4874,60119,58139,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,119,4874,60119,58140,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,1328,4874,60119,58141,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,2095,4874,60119,24583,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,3356,4874,60119,58138,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,3507,4874,60119,58143,Salix,,,Diplodina,microsperma,,,,,,
Diplodina microsperma,Salix,Salicaceae,4631,4874,60119,58142,Salix,,,Diplodina,microsperma,,,,,,
Diplodina papaveris,Draba nivalis,Brassicaceae,3279,6002,8675,72653,Draba,nivalis,,Diplodina,papaveris,,,,,,
Diplodina papaveris,Stellaria longipes,Caryophyllaceae,3279,5338,8675,89366,Stellaria,longipes,,Diplodina,papaveris,,,,,,
Diplodina parasitica,Abies balsamea,Pinaceae,3507,4,151,27452,Abies,balsamea,,Diplodina,parasitica,,,,,,
Diplodina parasitica,Abies balsamea,Pinaceae,3618,4,151,64129,Abies,balsamea,,Diplodina,parasitica,,,,,,
Diplodina parasitica,Abies balsamea,Pinaceae,6187,4,151,64130,Abies,balsamea,,Diplodina,parasitica,,,,,,
Diplodina pedicularidis,Castilleja pallida subsp. mexia,Scrophulariaceae,4336,7359,15168,16910,Castilleja,pallida,subsp. mexia,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis,Scrophulariaceae,4336,3722,15168,16909,Pedicularis,,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis arctica,Scrophulariaceae,5157,7979,15168,79146,Pedicularis,arctica,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis arctica,Scrophulariaceae,5157,7979,15168,79149,Pedicularis,arctica,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis flammea,Scrophulariaceae,5157,3708,15168,79147,Pedicularis,flammea,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis hirsuta,Scrophulariaceae,4949,3709,15168,79150,Pedicularis,hirsuta,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis hirsuta,Scrophulariaceae,5157,3709,15168,79148,Pedicularis,hirsuta,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis labradorica,Scrophulariaceae,4336,3710,15168,16911,Pedicularis,labradorica,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis lanata,Scrophulariaceae,4336,3712,15168,16912,Pedicularis,lanata,,Diplodina,pedicularidis,,,,,,
Diplodina pedicularidis,Pedicularis sudetica var. lanata,Scrophulariaceae,3282,7978,15168,79151,Pedicularis,sudetica,var. lanata,Diplodina,pedicularidis,,,,,,
Diplodina rostrupii,Phyllodoce glanduliflora,Ericaceae,940,8005,15820,79798,Phyllodoce,glanduliflora,,Diplodina,rostrupii,,,,,,
Diplodina salicicola,Salix babylonica,Salicaceae,123,4775,60118,58137,Salix,babylonica,,Diplodina,salicicola,,,,,,
Diplodina salicis,Salix,Salicaceae,97,4874,23206,87188,Salix,,,Diplodina,salicis,,,,,,"twig blight, brûlure des rameaux"
Diplodina salicis,Salix,Salicaceae,559,4874,23206,87186,Salix,,,Diplodina,salicis,,,,,,"twig blight, brûlure des rameaux"
Diplodina salicis,Salix,Salicaceae,1182,4874,23206,87185,Salix,,,Diplodina,salicis,,,,,,"twig blight, brûlure des rameaux"
Diplodina salicis,Salix,Salicaceae,1191,4874,23206,87187,Salix,,,Diplodina,salicis,,,,,,"twig blight, brûlure des rameaux"
Diplodina salicis,Salix alba var. vitellina,Salicaceae,6187,4760,23206,87184,Salix,alba,var. vitellina,Diplodina,salicis,,,,,,
Diplodina strobi,Picea,Pinaceae,2095,3871,81110,24585,Picea,,,Diplodina,strobi,,,,,on cone,
Diplodina tatarica,Lonicera tatarica,Caprifoliaceae,1172,3167,12733,76711,Lonicera,tatarica,,Diplodina,tatarica,,,,,,"twig blight, brûlure des rameaux"
Diplogaster longicaudatus,Narcissus,Amaryllidaceae,1188,3514,14479,78457,Narcissus,,,Diplogaster,longicaudatus,,,,,,
Diplogelasinospora princeps,Linum,Linaceae,871,3115,44352,42371,Linum,,,Diplogelasinospora,princeps,,,,,,
Diplomitoporus crustulinus,Abies balsamea,Pinaceae,2095,4,73915,24587,Abies,balsamea,,Diplomitoporus,crustulinus,,,,,,
Diplomitoporus crustulinus,Acer rubrum,Aceraceae,2095,35,73915,24586,Acer,rubrum,,Diplomitoporus,crustulinus,,,,,,
Diplomitoporus crustulinus,Picea,Pinaceae,2095,3871,73915,24580,Picea,,,Diplomitoporus,crustulinus,,,,,,
Diplomitoporus crustulinus,Picea glauca,Pinaceae,4070,3856,73915,18689,Picea,glauca,,Diplomitoporus,crustulinus,,,,,"on stumps and leaning and fallen trunks, mostly on bark",soft white rot
Diplomitoporus crustulinus,Picea mariana,Pinaceae,2095,3865,73915,24582,Picea,mariana,,Diplomitoporus,crustulinus,,,,,,
Diplomitoporus crustulinus,Picea mariana,Pinaceae,4070,3865,73915,18688,Picea,mariana,,Diplomitoporus,crustulinus,,,,,"on stumps and leaning and fallen trunks, mostly on bark",soft white rot
Diplomitoporus crustulinus,Picea rubens,Pinaceae,2095,3868,73915,24579,Picea,rubens,,Diplomitoporus,crustulinus,,,,,,
Diplomitoporus lenis,Abies balsamea,Pinaceae,2095,4,82719,24581,Abies,balsamea,,Diplomitoporus,lenis,,,,,,
Diplomitoporus lenis,Populus,Salicaceae,2095,4159,82719,24589,Populus,,,Diplomitoporus,lenis,,,,,,
Diplomitoporus lenis,Tsuga,Pinaceae,2095,5583,82719,24588,Tsuga,,,Diplomitoporus,lenis,,,,,,
Diplomitoporus lindbladii,Abies balsamea,Pinaceae,2095,4,82722,24598,Abies,balsamea,,Diplomitoporus,lindbladii,,,,,,
Diplomitoporus lindbladii,Betula papyrifera,Betulaceae,2095,772,82722,24584,Betula,papyrifera,,Diplomitoporus,lindbladii,,,,,,
Diplomitoporus lindbladii,Picea,Pinaceae,2095,3871,82722,24590,Picea,,,Diplomitoporus,lindbladii,,,,,,
Diplonaevia circinata,Juncus alpinoarticulatus,Juncaceae,3998,2802,73827,18793,Juncus,alpinoarticulatus,,Diplonaevia,circinata,,,,,"on leaves, culms",
Diplonaevia circinata,Juncus biglumis,Juncaceae,3998,2810,73827,18792,Juncus,biglumis,,Diplonaevia,circinata,,,,,"on leaves, culms",
Diplonaevia circinata,Juncus castaneus,Juncaceae,3998,2814,73827,18791,Juncus,castaneus,,Diplonaevia,circinata,,,,,"on leaves, culms",
Diplonaevia hyperborea,Juncus biglumis,Juncaceae,3998,2810,73830,18790,Juncus,biglumis,,Diplonaevia,hyperborea,,,,,"on leaves, culms",
Diplonaevia hyperborea,Juncus castaneus,Juncaceae,3998,2814,73830,18789,Juncus,castaneus,,Diplonaevia,hyperborea,,,,,"on leaves, culms",
Diplonaevia junciseda,Juncus arcticus,Juncaceae,3998,2804,73832,18788,Juncus,arcticus,,Diplonaevia,junciseda,,,,,on culms,
Dipodascus armillariae,Armillaria,Physalacriaceae,1453,510,73780,25600,Armillaria,,,Dipodascus,armillariae,,,,,on gills,
Dipodascus ovetensis,Quercus rubra,Fagaceae,1453,4425,73781,25601,Quercus,rubra,,Dipodascus,ovetensis,,,,,,
Dipodascus ovetensis,Quercus rubra,Fagaceae,1453,4425,73781,25602,Quercus,rubra,,Dipodascus,ovetensis,,,,,,
Discella carbonacea,Salix,Salicaceae,95,4874,23211,87189,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix,Salicaceae,119,4874,23211,58148,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix,Salicaceae,120,4874,23211,58145,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix,Salicaceae,127,4874,23211,58147,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix,Salicaceae,4522,4874,23211,58146,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix,Salicaceae,6187,4874,23211,87190,Salix,,,Discella,carbonacea,,,,,,
Discella carbonacea,Salix babylonica,Salicaceae,5905,4775,23211,58144,Salix,babylonica,,Discella,carbonacea,,,,,,
Discina ancilis,Pinus contorta var. contorta,Pinaceae,121,3883,25913,49583,Pinus,contorta,var. contorta,Discina,ancilis,,,,,,
Discina ancilis,Pinus contorta var. contorta,Pinaceae,3356,3883,25913,49581,Pinus,contorta,var. contorta,Discina,ancilis,,,,,,
Discina ancilis,Pinus ponderosa,Pinaceae,121,3911,25913,49584,Pinus,ponderosa,,Discina,ancilis,,,,,,
Discina ancilis,Pinus ponderosa,Pinaceae,3356,3911,25913,49582,Pinus,ponderosa,,Discina,ancilis,,,,,,
Discina ancilis,Populus trichocarpa,Salicaceae,121,8087,25913,52765,Populus,trichocarpa,,Discina,ancilis,,,,,,
Discina ancilis,Populus trichocarpa,Salicaceae,3356,8087,25913,52764,Populus,trichocarpa,,Discina,ancilis,,,,,,
Discina ancilis,Pseudotsuga taxifolia,Pinaceae,121,8156,25913,55928,Pseudotsuga,taxifolia,,Discina,ancilis,,,,,,
Discina ancilis,Pseudotsuga taxifolia,Pinaceae,3356,8156,25913,55927,Pseudotsuga,taxifolia,,Discina,ancilis,,,,,,
Discina ancilis,Thuja plicata,Cupressaceae,121,5472,25913,60517,Thuja,plicata,,Discina,ancilis,,,,,,
Discina ancilis,Thuja plicata,Cupressaceae,3356,5472,25913,60516,Thuja,plicata,,Discina,ancilis,,,,,,
Discina ancilis,Thuja plicata,Cupressaceae,6446,5472,25913,89891,Thuja,plicata,,Discina,ancilis,,,,,,
Discina korfii,Betula lutea,Betulaceae,1985,7212,36041,34060,Betula,lutea,,Discina,korfii,,,,,,
Discinella schimperi,Sphagnum squarrosum,Spagnales,2095,5296,81210,24596,Sphagnum,squarrosum,,Discinella,schimperi,,,,,,
Discocainia arctica,Cassiope tetragona,Ericaceae,4281,1316,38573,36592,Cassiope,tetragona,,Discocainia,arctica,,,,,,
Discocainia treleasei,Arceuthobium tsugense,Loranthaceae,1874,7126,34735,32754,Arceuthobium,tsugense,,Discocainia,treleasei,,,,,,"canker, chancre"
Discocainia treleasei,Picea sitchensis,Pinaceae,119,3870,34735,46261,Picea,sitchensis,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Picea sitchensis,Pinaceae,142,3870,34735,13862,Picea,sitchensis,,Discocainia,treleasei,,,,,,"canker, cortical scarring"
Discocainia treleasei,Picea sitchensis,Pinaceae,3356,3870,34735,46260,Picea,sitchensis,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Picea sitchensis,Pinaceae,4814,3870,34735,46259,Picea,sitchensis,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Tsuga heterophylla,Pinaceae,119,5581,34735,62172,Tsuga,heterophylla,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Tsuga heterophylla,Pinaceae,3356,5581,34735,62169,Tsuga,heterophylla,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Tsuga heterophylla,Pinaceae,4522,5581,34735,62170,Tsuga,heterophylla,,Discocainia,treleasei,,,,,,
Discocainia treleasei,Tsuga heterophylla,Pinaceae,4814,5581,34735,62171,Tsuga,heterophylla,,Discocainia,treleasei,,,,,,
Discochora philoprina,Taxus brevifolia,Taxaceae,8284,5434,93303,111995,Taxus,brevifolia,,Discochora,philoprina,,,,,,
Discochora yuccae,Yucca,Liliaceae,578,5841,77271,3668,Yucca,,,Discochora,yuccae,,,,,on leaves,leafspots
Discogloeum veronicae,Veronica officinalis,Scrophulariaceae,2095,5693,65387,24600,Veronica,officinalis,,Discogloeum,veronicae,,,,,on leaves,
Discogloeum veronicae,Veronica tournefortii,Scrophulariaceae,5836,8531,65387,63406,Veronica,tournefortii,,Discogloeum,veronicae,,,,,leaves,"leaf spot, anthracnose"
Discohainesia oenotherae,Epilobium glandulosum var. adenocaulon,Onagraceae,2095,2114,41272,24608,Epilobium,glandulosum,var. adenocaulon,Discohainesia,oenotherae,,,,,,
Discohainesia oenotherae,Fragaria,Rosaceae,2090,2345,41272,39291,Fragaria,,,Discohainesia,oenotherae,,,,,,"tan rot, pourriture bistre"
Discohainesia oenotherae,Fragaria,Rosaceae,2095,2345,41272,24607,Fragaria,,,Discohainesia,oenotherae,,,,,,
Discohainesia oenotherae,Fragaria,Rosaceae,4586,2345,41272,11299,Fragaria,,,Discohainesia,oenotherae,,,,,on fruits,fruit rot
Discohainesia oenotherae,Fragaria virginiana,Rosaceae,2095,2337,41272,24603,Fragaria,virginiana,,Discohainesia,oenotherae,,,,,,
Discohainesia oenotherae,Oenothera parviflora,Onagraceae,2095,3564,41272,24604,Oenothera,parviflora,,Discohainesia,oenotherae,,,,,,
Discohainesia oenotherae,Rubus idaeus,Rosaceae,2095,4674,41272,24605,Rubus,idaeus,,Discohainesia,oenotherae,,,,,,
Discohainesia oenotherae,Vaccinium macrocarpon,Ericaceae,2091,5636,41272,63032,Vaccinium,macrocarpon,,Discohainesia,oenotherae,,,,,,
