pk_pathogen_id,fk_higher_taxa_id,fk_pathogen_id_accepted,fk_anamorph_id,virus_MPLO_names,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,pathogen_author,fungal_state,english_name,english_disease_names,french_ name,french_disease_names,pathogen_notes,verify,qd,change_to,full_pathogen,dup_id
95339,199,12079,,,Acanthophysium,spiniger,,(D.P. Rogers & P.A. Lemke) Parmasto,Teleomorph,,,,,,TRUE,,,Acanthophysiumspiniger(D.P. Rogers & P.A. Lemke) Parmasto,
95340,1,54101,,,Acrodictys,excentrica,,Sutton,unknown,,,,,,TRUE,,,AcrodictysexcentricaSutton,
95341,1,54834,,,Acrodictys,fuliginosa,,B. Sutton,unknown,,,,,,TRUE,,,AcrodictysfuliginosaB. Sutton,
95342,341,93397,,,Acrospermum,compressum,var. foliicola,(Berk.) Riddle,Teleomorph,,,,,,TRUE,,,Acrospermumcompressumvar. foliicola(Berk.) Riddle,
95343,202,8258,,,Acrostalagmus,cinnabarinus,,Corda,Anamorph,,,,,,TRUE,,,AcrostalagmuscinnabarinusCorda,
95344,1,4449,,,Actinomyces,scabies,,(Thaxt.) Güssow,unknown,,,,,,TRUE,,,Actinomycesscabies(Thaxt.) Güssow,
95345,1,406,,,Adelopus,balsamicola,,(Peck) Theiss.,unknown,,,,,,TRUE,,,Adelopusbalsamicola(Peck) Theiss.,
95346,1,20882,,,Adelopus,gaeumannii,,T. Rohde,unknown,,,,,,TRUE,,,AdelopusgaeumanniiT. Rohde,
95347,1,406,,,Adelopus,nudus,,(Peck) Höhn.,unknown,,,,,,TRUE,,,Adelopusnudus(Peck) Höhn.,
95348,1,,,,Aecidium,album,,Clinton,unknown,,,,,,TRUE,,,AecidiumalbumClinton,
95349,1,6639,,,Aecidium,allenii,,Clinton,unknown,,,,,,TRUE,,,AecidiumalleniiClinton,
95350,1,3548,,,Aecidium,caladii,,Schwein.,unknown,,,,,,TRUE,,,AecidiumcaladiiSchwein.,
95351,1,18402,,,Aecidium,sommerfeltii,,Johanson,unknown,,,,,,TRUE,,,AecidiumsommerfeltiiJohanson,
95352,1,93803,,,Aecidium,,,,unknown,,,,,,TRUE,,,Aecidiumsp.,
95353,1,28420,,,Aecidium,violae,,Schumach.,unknown,,,,,,TRUE,,,AecidiumviolaeSchumach.,
95354,1,31440,,,Agaricus,fulvotomentosus,,Peck,unknown,,,,,,TRUE,,,AgaricusfulvotomentosusPeck,
95355,1,59459,,,Aglaospora,anomia,,(Fr.: Fr.) Lambotte,unknown,,,,,,TRUE,,,Aglaosporaanomia(Fr.: Fr.) Lambotte,
95356,1,64706,,,Aleurocorticium,acerinum,,(Pers.: Fr.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiumacerinum(Pers.: Fr.) P.A. Lemke,
95357,1,31537,,,Aleurocorticium,alliaceum,,(Quél.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiumalliaceum(Quél.) P.A. Lemke,
95358,1,31539,,,Aleurocorticium,candidum,,(Schwein.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiumcandidum(Schwein.) P.A. Lemke,
95359,1,31540,,,Aleurocorticium,dryinum,,(Pers.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiumdryinum(Pers.) P.A. Lemke,
95360,1,31541,,,Aleurocorticium,griseocanum,,(Bres.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiumgriseocanum(Bres.) P.A. Lemke,
95361,1,29390,,,Aleurocorticium,incrustans,,P.A. Lemke,unknown,,,,,,TRUE,,,AleurocorticiumincrustansP.A. Lemke,
95362,1,54681,,,Aleurocorticium,macrosporum,,(Bres.) P.A. Lemke,unknown,,,,,,TRUE,,,Aleurocorticiummacrosporum(Bres.) P.A. Lemke,
95363,1,31544,,,Aleurocorticium,maculatum,,H.S. Jacks. & P.A. Lemke,unknown,,,,,,TRUE,,,AleurocorticiummaculatumH.S. Jacks. & P.A. Lemke,
95364,1,35990,,,Aleurocorticium,microsporum,,H.S. Jacks. & P.A. Lemke,unknown,,,,,,TRUE,,,AleurocorticiummicrosporumH.S. Jacks. & P.A. Lemke,
95365,1,43095,,,Aleurocorticium,nivosum,,(Berk. & M.A.Curtis ex Höhn. & Lits,unknown,,,,,,TRUE,,,Aleurocorticiumnivosum(Berk. & M.A.Curtis ex Höhn. & Lits,
95366,1,62474,,,Aleurocorticium,pachysterigmatum,,Jacks. & P.A. Lemke,unknown,,,,,,TRUE,,,AleurocorticiumpachysterigmatumJacks. & P.A. Lemke,
95367,1,62402,,,Aleurodiscus,amylaceus,,(Bourdot & Galzin) D.P. Rogers & H.,unknown,,,,,,TRUE,,,Aleurodiscusamylaceus(Bourdot & Galzin) D.P. Rogers & H.,
95368,1,15840,,,Aleurodiscus,subcruentatus,,(Berk. & M.A. Curtis) Burt,unknown,,,,,,TRUE,,,Aleurodiscussubcruentatus(Berk. & M.A. Curtis) Burt,
95369,300,5183,,,Alternaria,circinans,,(Berk. & M.A. Curtis) Bolle,unknown,,,,,,TRUE,,,Alternariacircinans(Berk. & M.A. Curtis) Bolle,
95370,300,5162,,,Alternaria,herculea,,(Ellis & G. Martin) J.A. Elliott,unknown,,,,,,TRUE,,,Alternariaherculea(Ellis & G. Martin) J.A. Elliott,
95371,300,5183,,,Alternaria,oleracea,,Milbrath,unknown,,,,,,TRUE,,,AlternariaoleraceaMilbrath,
95372,1,10704,,,Amerosporium,trichellum,,(Fr.: Fr.) Lind,unknown,,,,,,TRUE,,,Amerosporiumtrichellum(Fr.: Fr.) Lind,
95373,1,93319,,,Amphisphaeria,thujina,,(Peck) Sacc.,unknown,,,,,,TRUE,,,Amphisphaeriathujina(Peck) Sacc.,
95374,1,50174,,,Amylocystis,lapponica,,(Romell) Bondartsev & Singer,unknown,,,,,,TRUE,,,Amylocystislapponica(Romell) Bondartsev & Singer,
95375,287,1964,,,Anguillulina,dipsaci,,(Kühn) Gerv. & van Ben.,unknown,,,,,,TRUE,,,Anguillulinadipsaci(Kühn) Gerv. & van Ben.,
95376,1,4107,,,Anguillulina,pratensis,,(de Man) Goffart,unknown,,,,,,TRUE,,,Anguillulinapratensis(de Man) Goffart,
95377,1,65582,,,Ansatospora,macrospora,,(Osterw.) Newhall,unknown,,,,,,TRUE,,,Ansatosporamacrospora(Osterw.) Newhall,
95378,1,34821,,,Antennularia,alpina,var. major,M.E. Barr,unknown,,,,,,TRUE,,,Antennulariaalpinavar. majorM.E. Barr,
95379,1,59370,,,Antennularia,grossulariae,,(Auersw. & Fleischh.) M.E. Barr,unknown,,,,,,TRUE,,,Antennulariagrossulariae(Auersw. & Fleischh.) M.E. Barr,
95380,1,38585,,,Antennularia,latispora,,M.E. Barr,unknown,,,,,,TRUE,,,AntennularialatisporaM.E. Barr,
95381,1,44174,,,Antennularia,ledi,,M.E. Barr,unknown,,,,,,TRUE,,,AntennularialediM.E. Barr,
95382,1,59131,,,Antennularia,rhododendri,,Höhn.,unknown,,,,,,TRUE,,,AntennulariarhododendriHöhn.,
95383,1,1119,,,Antennularia,vancouverensis,,(Dearn.) M.E. Barr,unknown,,,,,,TRUE,,,Antennulariavancouverensis(Dearn.) M.E. Barr,
95384,310,6230,,,Anthracoidea,urceolorum,,Tul.,unknown,,,,,,TRUE,,,AnthracoideaurceolorumTul.,
95385,1,93400,,,Apioporthe,,,,unknown,,,,,,TRUE,,,Apioporthesp.,
95386,1,20092,,,Apiospora,morbosa,,(Schwein.: Fr.) Arx,unknown,,,,,,TRUE,,,Apiosporamorbosa(Schwein.: Fr.) Arx,
95387,1,88096,,,Aplanobacter,michiganense,,E.F. Smith,unknown,,,,,,TRUE,,,AplanobactermichiganenseE.F. Smith,
95388,305,1279,,,Ascochyta,achlydis,,Dearn.,unknown,,,,,,TRUE,,,AscochytaachlydisDearn.,
95389,305,1371,,,Ascochyta,graminicola,,Sacc.,unknown,,,,,,TRUE,,,AscochytagraminicolaSacc.,
95390,305,28235,,,Ascochyta,lethalis,,Ellis & Barthol. in Barthol.,unknown,,,,,,TRUE,,,AscochytalethalisEllis & Barthol. in Barthol.,
95391,305,45673,,,Ascochyta,medicaginis,,Bres.,unknown,,,,,,TRUE,,,AscochytamedicaginisBres.,
95392,305,93422,,,Ascochyta,polygoni,,(Dearn. & House) Arx,unknown,,,,,,TRUE,,,Ascochytapolygoni(Dearn. & House) Arx,
95393,1,47176,,,Ascocybe,grovesii,,D.E. Wells,unknown,,,,,,TRUE,,,AscocybegrovesiiD.E. Wells,
95394,1,6418,,,Ascospora,graminis,,Lind,unknown,,,,,,TRUE,,,AscosporagraminisLind,
95395,1,22616,,,Ascospora,rubi,,Zeller,unknown,,,,,,TRUE,,,AscosporarubiZeller,
95396,1,93424,,,Aspergillus,sejunctus,,Bainier & Sartory,unknown,,,,,,TRUE,,,AspergillussejunctusBainier & Sartory,
95397,1,34468,,,Asperisporium,peucedani,,(Ellis & Holw.) Maubl.,unknown,,,,,,TRUE,,,Asperisporiumpeucedani(Ellis & Holw.) Maubl.,
95398,1,9201,,,Asterella,chamaenerii,,Rostr.,unknown,,,,,,TRUE,,,AsterellachamaeneriiRostr.,
95399,1,12455,,,Asteridium,linnaeae,,Dearn.,unknown,,,,,,TRUE,,,AsteridiumlinnaeaeDearn.,
95400,1,406,,,Asterina,nuda,,Peck,unknown,,,,,,TRUE,,,AsterinanudaPeck,
95401,1,59663,,,Asterina,rubicola,,Ellis & Everh.,unknown,,,,,,TRUE,,,AsterinarubicolaEllis & Everh.,
95402,1,41801,,,Asterobolus,gaultheriae,,Redhead & Perrin,Anamorph,,,,,,TRUE,,,AsterobolusgaultheriaeRedhead & Perrin,
95403,1,63316,,,Asteroma,juncaginearum,,(Lasch) Rabenh.,unknown,,,,,,TRUE,,,Asteromajuncaginearum(Lasch) Rabenh.,
95404,1,9641,,,Asterosporium,hoffmanii,,Kunze ex Wallr.,unknown,,,,,,TRUE,,,AsterosporiumhoffmaniiKunze ex Wallr.,
95405,1,9641,,,Asterosporium,hoffmanni,,Kunze ex Wallr.,unknown,,,,,,TRUE,,,AsterosporiumhoffmanniKunze ex Wallr.,
95406,1,6831,,,Astrosporina,scabella,,(Fr.) J. Schröt.,unknown,,,,,,TRUE,,,Astrosporinascabella(Fr.) J. Schröt.,
95407,1,29154,,,Athelia,borealis,,(Romell) Parmasto,unknown,,,,,,TRUE,,,Atheliaborealis(Romell) Parmasto,
95408,1,93747,,,Athelia,byssina,,(P. Karst.) Parmasto,unknown,,,,,,TRUE,,,Atheliabyssina(P. Karst.) Parmasto,
95409,1,68682,,,Athelia,fuscostrata,,(Burt) Donk,unknown,,,,,,TRUE,,,Atheliafuscostrata(Burt) Donk,
95410,1,29896,,,Athelia,galzinii,,(Bourdot) Donk,unknown,,,,,,TRUE,,,Atheliagalzinii(Bourdot) Donk,
95411,1,29158,,,Athelia,tessulata,,(Cooke) Donk,unknown,,,,,,TRUE,,,Atheliatessulata(Cooke) Donk,
95412,1,49,,,Auricularia,auricularis,,(Gray) G.W. Martin,unknown,,,,,,TRUE,,,Auriculariaauricularis(Gray) G.W. Martin,
95413,2,2767,,,Bacillus,amylovorus,,(Burrill) Trev.,unknown,,,,,,TRUE,,,Bacillusamylovorus(Burrill) Trev.,
95414,2,68500,,,Bacillus,carotovorus,,L.R. Jones,unknown,,,,,,TRUE,,,BacilluscarotovorusL.R. Jones,
95415,2,68540,,,Bacillus,lathyri,,Manns & Taubenhaus,unknown,,,,,,TRUE,,,BacilluslathyriManns & Taubenhaus,
95416,1,93777,,,Bacillus,sorghi,,"(Burrill) Krasil'nikov, nom. nud.",unknown,,,,,,TRUE,,,"Bacillussorghi(Burrill) Krasil'nikov, nom. nud.",
95417,1,4219,,,Bacillus,tumefaciens,,E.F. Sm. & Towns.,unknown,,,,,,TRUE,,,BacillustumefaciensE.F. Sm. & Towns.,
95418,1,1439,,,Bacterium,agropyri,,O'Gara,unknown,,,,,,TRUE,,,BacteriumagropyriO'Gara,
95419,2,93780,,,Bacterium,atrofaciens,,McCulloch,unknown,,,,,,TRUE,,,BacteriumatrofaciensMcCulloch,
95420,2,93783,,,Bacterium,coronafaciens,,Ch. Elliott,unknown,,,,,,TRUE,,,BacteriumcoronafaciensCh. Elliott,
95421,2,93784,,,Bacterium,delphinii,,(Smith) Bryan,unknown,,,,,,TRUE,,,Bacteriumdelphinii(Smith) Bryan,
95422,1,93919,,,Bacterium,phaseoli,,E.F. Sm.,unknown,,,,,,TRUE,,,BacteriumphaseoliE.F. Sm.,
95423,1,93921,,,Bacterium,pruni,,E.F. Sm.,unknown,,,,,,TRUE,,,BacteriumpruniE.F. Sm.,
95424,1,93776,,,Bacterium,sorghi,,Burrill,unknown,,,,,,TRUE,,,BacteriumsorghiBurrill,
95425,2,93794,,,Bacterium,striafaciens,,C.H. Elliott,unknown,,,,,,TRUE,,,BacteriumstriafaciensC.H. Elliott,
95426,2,93796,,,Bacterium,tabaci,,Wolf & Foster,unknown,,,,,,TRUE,,,BacteriumtabaciWolf & Foster,
95427,1,93925,,,Bacterium,tardicrescens,,McCulloch,unknown,,,,,,TRUE,,,BacteriumtardicrescensMcCulloch,
95428,1,93926,,,Bacterium,translucens,,"Jones, Johnson & Reddy",unknown,,,,,,TRUE,,,"BacteriumtranslucensJones, Johnson & Reddy",
95429,1,4219,,,Bacterium,tumefaciens,,E.F. Sm. & Towns.,unknown,,,,,,TRUE,,,BacteriumtumefaciensE.F. Sm. & Towns.,
95430,1,93777,,,Bacterium,viridilivida,,"Brown, nom. nud.",unknown,,,,,,TRUE,,,"BacteriumviridilividaBrown, nom. nud.",
95431,1,32898,,,Belonidium,vexatum,,De Not.,unknown,,,,,,TRUE,,,BelonidiumvexatumDe Not.,
95432,1,6506,,,Beloniella,cymbispora,,(Rostr.) Lind,unknown,,,,,,TRUE,,,Beloniellacymbispora(Rostr.) Lind,
95433,1,52964,,,Belonium,pineti,,(Batsch: Fr.) Rehm,unknown,,,,,,TRUE,,,Beloniumpineti(Batsch: Fr.) Rehm,
95434,1,5759,,,Blennoria,buxi,,Fr.,unknown,,,,,,TRUE,,,BlennoriabuxiFr.,
95435,1,93549,,,Boidinia,subasperispora,,(Litsch.) Jülich,unknown,,,,,,TRUE,,,Boidiniasubasperispora(Litsch.) Jülich,
95436,1,36366,,,Bombardia,lignicola,,(Fuckel) Kirsch.,unknown,,,,,,TRUE,,,Bombardialignicola(Fuckel) Kirsch.,
95437,1,93899,,,Botryobasidium,flavescens,,(Bon.) D.P. Rogers,unknown,,,,,,TRUE,,,Botryobasidiumflavescens(Bon.) D.P. Rogers,
95438,1,29124,,,Botryobasidium,isabellinum,,(Fr.) D.P. Rogers,unknown,,,,,,TRUE,,,Botryobasidiumisabellinum(Fr.) D.P. Rogers,
95439,232,721,,,Botrytis,vulgaris,,Fr.,unknown,,,,,,TRUE,,,BotrytisvulgarisFr.,
95440,1,54134,,,Bourdotia,grandinioides,,Bourdot & Galzin,unknown,,,,,,TRUE,,,BourdotiagrandinioidesBourdot & Galzin,
95441,1,49930,,,Byssochlamys,emersonii,,Stolk-Apinis,unknown,,,,,,TRUE,,,ByssochlamysemersoniiStolk-Apinis,
95442,1,93716,,,Byssomerulius,incarnatus,,(Schwein.) Gilb. & Budington,unknown,,,,,,TRUE,,,Byssomeruliusincarnatus(Schwein.) Gilb. & Budington,
95443,1,29155,,,Byssomerulius,serpens,,(Fr.) Parmasto,unknown,,,,,,TRUE,,,Byssomeruliusserpens(Fr.) Parmasto,
95444,1,93869,,,Caconema,radicicola,,(Greef) Cobb,unknown,,,,,,TRUE,,,Caconemaradicicola(Greef) Cobb,
95445,1,23400,,,Caeoma,dubium,,C.A. Ludw.,unknown,,,,,,TRUE,,,CaeomadubiumC.A. Ludw.,
95446,1,93554,,,Caeoma,luminatum,,Schwein.,unknown,,,,,,TRUE,,,CaeomaluminatumSchwein.,
95447,1,17238,,,Caeoma,occidentale,,Arthur,unknown,,,,,,TRUE,,,CaeomaoccidentaleArthur,
95448,1,64775,,,Calonectria,canadensis,,(Ellis & Everh.) Berl. & Voglino,unknown,,,,,,TRUE,,,Calonectriacanadensis(Ellis & Everh.) Berl. & Voglino,
95449,1,93630,,,Calonectria,nivalis,,Schaffnit,unknown,,,,,,TRUE,,,CalonectrianivalisSchaffnit,
95450,1,573,,,Calyptospora,goeppertiana,,Kühn,unknown,,,,,,TRUE,,,CalyptosporagoeppertianaKühn,
95451,1,31708,,,Cantharellus,floccosus,,Schwein.,unknown,,,,,,TRUE,,,CantharellusfloccosusSchwein.,
95452,1,8835,,,Carlia,rhytismoides,,(Berk.) Kuntze,unknown,,,,,,TRUE,,,Carliarhytismoides(Berk.) Kuntze,
95453,1,38573,,,Cenangium,arcticum,,Ehrenb.: Fr.,unknown,,,,,,TRUE,,,CenangiumarcticumEhrenb.: Fr.,
95454,1,7039,,,Cenangium,pezizioides,,Peck,unknown,,,,,,TRUE,,,CenangiumpezizioidesPeck,
95455,1,91149,,,Cenangium,pruinosum,,(Ellis & Everh.) Seaver,unknown,,,,,,TRUE,,,Cenangiumpruinosum(Ellis & Everh.) Seaver,
95456,1,52616,,,Cephalosporium,nordinii,,Bourch.,unknown,,,,,,TRUE,,,CephalosporiumnordiniiBourch.,
95457,1,30147,,,Ceraceomerulius,albostramineus,,(Torrend) Ginns,unknown,,,,,,TRUE,,,Ceraceomeruliusalbostramineus(Torrend) Ginns,
95458,1,50699,,,Ceratocystiopsis,alba,,(DeVay et al.) H.P. Upadhyay,unknown,,,,,,TRUE,,,Ceratocystiopsisalba(DeVay et al.) H.P. Upadhyay,
95459,1,93682,,,Ceratoscystis,sagmatospora,,E.F. Wright & Cain,unknown,,,,,,TRUE,,,CeratoscystissagmatosporaE.F. Wright & Cain,
95460,1,93612,,,Ceratostoma,,,,unknown,,,,,,TRUE,,,Ceratostomasp.,
95461,1,68641,,,Ceratostomella,ulmi,,Buisman,unknown,,,,,,TRUE,,,CeratostomellaulmiBuisman,
95462,288,37693,,,Cercospora,albomaculans,,Ellis & Everh.,unknown,,,,,,TRUE,,,CercosporaalbomaculansEllis & Everh.,
95463,288,3031,,,Cercospora,apii,var. angelicae,Sacc. & Scalia,unknown,,,,,,TRUE,,,Cercosporaapiivar. angelicaeSacc. & Scalia,
95464,288,8308,,,Cercospora,apii,var. carotae,Pass.,unknown,,,,,,TRUE,,,Cercosporaapiivar. carotaePass.,
95465,288,15100,,,Cercospora,apii,var. pastinacae,Sacc.,unknown,,,,,,TRUE,,,Cercosporaapiivar. pastinacaeSacc.,
95466,288,93450,,,Cercospora,avicularis,var. sagittati,Atk.,unknown,,,,,,TRUE,,,Cercosporaavicularisvar. sagittatiAtk.,
95467,288,38347,,,Cercospora,caricina,,Ellis & Dearn.,unknown,,,,,,TRUE,,,CercosporacaricinaEllis & Dearn.,
95468,288,10549,,,Cercospora,daizu,,Miura,unknown,,,,,,TRUE,,,CercosporadaizuMiura,
95469,288,28240,,,Cercospora,fabae,,Fautrey,unknown,,,,,,TRUE,,,CercosporafabaeFautrey,
95470,288,3699,,,Cercospora,incarnata,,Ellis & Everh.,unknown,,,,,,TRUE,,,CercosporaincarnataEllis & Everh.,
95471,288,43480,,,Cercospora,juniperina,var. juniperi,Ellis & Everh.,unknown,,,,,,TRUE,,,Cercosporajuniperinavar. juniperiEllis & Everh.,
95472,288,44211,,,Cercospora,lespedezae,,Ellis & Dearn.,unknown,,,,,,TRUE,,,CercosporalespedezaeEllis & Dearn.,
95473,288,38347,,,Cercospora,microstigma,,Sacc.,unknown,,,,,,TRUE,,,CercosporamicrostigmaSacc.,
95474,288,93449,,,Cercospora,penicillata,var. opuli,Fuckel,unknown,,,,,,TRUE,,,Cercosporapenicillatavar. opuliFuckel,
95475,288,43480,,,Cercospora,sequoiae,var. juniperi,Ellis & Everh.,unknown,,,,,,TRUE,,,Cercosporasequoiaevar. juniperiEllis & Everh.,
95476,288,28374,,,Cercospora,violae-tricoloris,,Briosi & Cavara,unknown,,,,,,TRUE,,,Cercosporaviolae-tricolorisBriosi & Cavara,
95477,1,37693,,,Cercosporella,albomaculans,,(Ellis & Everh.) Sacc.,unknown,,,,,,TRUE,,,Cercosporellaalbomaculans(Ellis & Everh.) Sacc.,
95478,1,10400,,,Cercosporella,gei,,Dearn. & Bisby,unknown,,,,,,TRUE,,,CercosporellageiDearn. & Bisby,
95479,1,3027,,,Cercosporina,anethi,,Sacc.,unknown,,,,,,TRUE,,,CercosporinaanethiSacc.,
95480,1,44958,,,Chaetothyrium,babingtonii,,(Berk.) Keissl.,unknown,,,,,,TRUE,,,Chaetothyriumbabingtonii(Berk.) Keissl.,
95481,1,40696,,,Chlorociboria,rugipes,,(Peck) C.S. Ramamamurthi & Korf,unknown,,,,,,TRUE,,,Chlorociboriarugipes(Peck) C.S. Ramamamurthi & Korf,
95482,1,49711,,,Chlorociboria,strobilina,,(Alb. & Schwein.: Fr.) Seaver,unknown,,,,,,TRUE,,,Chlorociboriastrobilina(Alb. & Schwein.: Fr.) Seaver,
95483,1,62442,,,Chloroscypha,jacksoni,,Seaver,unknown,,,,,,TRUE,,,ChloroscyphajacksoniSeaver,
95484,1,49711,,,Chlorosplenium,bulgarioides,,(Rabenh.) P. Karst.,unknown,,,,,,TRUE,,,Chlorospleniumbulgarioides(Rabenh.) P. Karst.,
95485,1,62840,,,Chlorosplenium,canadense,,Ellis & Everh.,unknown,,,,,,TRUE,,,ChlorospleniumcanadenseEllis & Everh.,
95486,1,54747,,,Chondroplea,populea,,(Sacc.) Klebahn,unknown,,,,,,TRUE,,,Chondropleapopulea(Sacc.) Klebahn,
95487,1,7034,,,Chrysomyxa,cassandrae,,(Peck & Clinton) Tranzschel,unknown,,,,,,TRUE,,,Chrysomyxacassandrae(Peck & Clinton) Tranzschel,
95488,1,14404,,,Chrysomyxa,pyrolae,,(DC.) Rostr.,unknown,,,,,,TRUE,,,Chrysomyxapyrolae(DC.) Rostr.,
95489,1,15981,,,Chrysomyxa,rhododendri,,de Bary,unknown,,,,,,TRUE,,,Chrysomyxarhododendride Bary,
95490,1,29530,,,Chrysosporium,pannorum,,(Link) S. Hughes,unknown,,,,,,TRUE,,,Chrysosporiumpannorum(Link) S. Hughes,
95491,1,29530,,,Chrysosporium,verrucosum,,Tubaki,unknown,,,,,,TRUE,,,ChrysosporiumverrucosumTubaki,
95492,1,38381,,,Cintractia,arctica,,(Rostr.) Lagerh.,unknown,,,,,,TRUE,,,Cintractiaarctica(Rostr.) Lagerh.,
95493,310,11901,,,Cintractia,elynae,,Syd.,unknown,,,,,,TRUE,,,CintractiaelynaeSyd.,
95494,310,6244,,,Cintractia,limosa,,Syd.,unknown,,,,,,TRUE,,,CintractialimosaSyd.,
95495,310,11903,,,Cintractia,lindebergiae,,Kukkonen,unknown,,,,,,TRUE,,,CintractialindebergiaeKukkonen,
95496,310,24153,,,Cintractia,scirpi,,(Kühn) Schellenb.,unknown,,,,,,TRUE,,,Cintractiascirpi(Kühn) Schellenb.,
95497,1,1916,,,Cladochytrium,alismatis,,Büsgen,unknown,,,,,,TRUE,,,CladochytriumalismatisBüsgen,
95498,1,1916,,,Cladochytrium,maculare,,(Wallr.) P.W. Graff,unknown,,,,,,TRUE,,,Cladochytriummaculare(Wallr.) P.W. Graff,
95499,1,14336,,,Cladochytrium,menyanthis,,(de Bary) de Bary,unknown,,,,,,TRUE,,,Cladochytriummenyanthis(de Bary) de Bary,
95500,290,93809,,,Cladosporium,album,,Dowson,unknown,,,,,,TRUE,,,CladosporiumalbumDowson,
95501,290,20207,,,Cladosporium,cerasi,,(Rabenh.) Bensaude & Keitt,unknown,,,,,,TRUE,,,Cladosporiumcerasi(Rabenh.) Bensaude & Keitt,
95502,290,8126,,,Cladosporium,cyclaminis,,Massey & Tilford,unknown,,,,,,TRUE,,,CladosporiumcyclaminisMassey & Tilford,
95503,1,13792,,,Clasterosporium,carpophilum,,(Lév.) Aderh.,unknown,,,,,,TRUE,,,Clasterosporiumcarpophilum(Lév.) Aderh.,
95504,1,38519,,,Clasterosporium,pulcherrimum,,Ellis & Everh.,unknown,,,,,,TRUE,,,ClasterosporiumpulcherrimumEllis & Everh.,
95505,1,40381,,,Clathridium,tostum,,(Berk. & Broome) E. Müll. & Shoemak,unknown,,,,,,TRUE,,,Clathridiumtostum(Berk. & Broome) E. Müll. & Shoemak,
95506,1,78669,,,Clathrospora,baccata,,(Cooke) Wehm.,unknown,,,,,,TRUE,,,Clathrosporabaccata(Cooke) Wehm.,
95507,1,78669,,,Clathrospora,diplospora,,(Ellis & Everh.) Wehm.,unknown,,,,,,TRUE,,,Clathrosporadiplospora(Ellis & Everh.) Wehm.,
95508,1,78669,,,Clathrospora,permunda,,(Cooke) Sacc.,unknown,,,,,,TRUE,,,Clathrosporapermunda(Cooke) Sacc.,
95509,1,73884,,,Clathrospora,planispora,,(Ellis) Wehm.,unknown,,,,,,TRUE,,,Clathrosporaplanispora(Ellis) Wehm.,
95510,1,93463,,,Clathrospora,platyspora,,Rostr.,unknown,,,,,,TRUE,,,ClathrosporaplatysporaRostr.,
95511,1,6401,,,Clathrospora,simmonsii,,Wehm.,unknown,,,,,,TRUE,,,ClathrosporasimmonsiiWehm.,
95512,1,430,,,Claudopus,nidulans,,(Pers.: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Claudopusnidulans(Pers.: Fr.) P. Karst.,
95513,313,45041,,,Clethridium,corticola,,(Fuckel) Shoemaker & E. Müll.,Teleomorph,,,,,,TRUE,,,Clethridiumcorticola(Fuckel) Shoemaker & E. Müll.,
95514,313,59323,,,Clethridium,massarinum,,(Sacc.) Berl.,unknown,,,,,,TRUE,,,Clethridiummassarinum(Sacc.) Berl.,
95515,1,33528,,,Clitocybe,aurantiaca,,(Fr.) Stud.-Steinh.,unknown,,,,,,TRUE,,,Clitocybeaurantiaca(Fr.) Stud.-Steinh.,
95516,1,59741,,,Coccomyces,rubicola,,Ellis & Dearn.,unknown,,,,,,TRUE,,,CoccomycesrubicolaEllis & Dearn.,
95517,1,16823,,,Coccophacidium,crustaceum,,"(M.A. Curtis) Durand, nom. nud.",unknown,,,,,,TRUE,,,"Coccophacidiumcrustaceum(M.A. Curtis) Durand, nom. nud.",
95518,1,16823,,,Coccophacidium,pini,,"auct. Amer, non (Alb. & Schein.) Re",unknown,,,,,,TRUE,,,"Coccophacidiumpiniauct. Amer, non (Alb. & Schein.) Re",
95519,1,93875,,,Coccophacidium,,,,unknown,,,,,,TRUE,,,Coccophacidiumsp.,
95520,364,3771,,,Coleosporium,solidaginis,,(Schwein.) Thüm.,unknown,,,,,,TRUE,,,Coleosporiumsolidaginis(Schwein.) Thüm.,
95521,304,93318,,,Colletotrichella,periclymeni,,(Desm.) Höhn.,unknown,,,,,,TRUE,,,Colletotrichellapericlymeni(Desm.) Höhn.,
95522,324,1957,,,Colletotrichum,dematium,f. circinans,,unknown,,,,,,TRUE,,,Colletotrichumdematiumf. circinans,
95523,324,41933,,,Colletotrichum,dematium,f. truncata,,unknown,,,,,,TRUE,,,Colletotrichumdematiumf. truncata,
95524,324,41933,,,Colletotrichum,glycines,f. truncata,,unknown,,,,,,TRUE,,,Colletotrichumglycinesf. truncata,
95525,324,7284,,,Colletotrichum,lagenarium,,(Pass.) Ellis & Halst.,unknown,,,,,,TRUE,,,Colletotrichumlagenarium(Pass.) Ellis & Halst.,
95526,324,11560,,,Colletotrichum,liliacearum,,Ferraris,unknown,,,,,,TRUE,,,ColletotrichumliliacearumFerraris,
95527,324,12470,,,Colletotrichum,linicola,,Pethybr. & Laff.,unknown,,,,,,TRUE,,,ColletotrichumlinicolaPethybr. & Laff.,
